uniqueID,name,gender,partyName,year_elected
Fysh1835,"Fysh, Philip",male,Protectionist Party,1903
Fysh1835,"Fysh, Philip",male,Protectionist Party,1901
Gabb1882,"Gabb, Moses",male,Australian Labor Party,1919
Gabb1882,"Gabb, Moses",male,Australian Labor Party,1929
Gabb1882,"Gabb, Moses",male,United Australia Party,1919
Gabb1882,"Gabb, Moses",male,United Australia Party,1929
Gaha1894,"Gaha, John",male,Australian Labor Party,1943
Gair1901,"Gair, Vince",male,Democratic Labor Party,NA
Gallacher1954,"Gallacher, Alex",male,Australian Labor Party,NA
Gallagher1970,"Gallagher, Katy",female,Australian Labor Party,NA
Gallus1943,"Gallus, Chris",female,Liberal Party of Australia,1990
Gallus1943,"Gallus, Chris",female,Liberal Party of Australia,1993
Galvin1911,"Galvin, Pat",male,Australian Labor Party,1951
Gambaro1958,"Gambaro, Teresa",female,Liberal Party of Australia,2010
Gambaro1958,"Gambaro, Teresa",female,Liberal Party of Australia,1996
Gander1888,"Gander, Joe",male,Australian Labor Party,1931
Gander1888,"Gander, Joe",male,Australian Labor Party (Non-Communist),1931
Gander1888,"Gander, Joe",male,Lang Labor Party,1931
Garden1882,"Garden, Jock",male,Australian Labor Party,1934
Garden1882,"Garden, Jock",male,Lang Labor Party,1934
Gardiner1867,"Gardiner, Albert",male,Australian Labor Party,NA
Gardiner1867,"Gardiner, Albert",male,Progressive Labor,NA
Gardner1884,"Gardner, Sydney",male,Nationalist Party,1922
Gardner1884,"Gardner, Sydney",male,United Australia Party,1922
Garland1934,"Garland, Victor",male,Liberal Party of Australia,1969
Garling1870,"Garling, Henry",male,Nationalist Party,NA
Garrett1953,"Garrett, Peter",male,Australian Labor Party,2004
Garrick1918,"Garrick, Horrie",male,Australian Labor Party,1969
Gash1944,"Gash, Joanna",female,Liberal Party of Australia,1996
Gayler1943,"Gayler, John",male,Australian Labor Party,1983
Gear1947,"Gear, George",male,Australian Labor Party,1984
Gear1947,"Gear, George",male,Australian Labor Party,1983
Gee1968,"Gee, Andrew",male,The Nationals,2016
Gellibrand1872,"Gellibrand, John",male,Nationalist Party,1925
Georganas1959,"Georganas, Steve",male,Australian Labor Party,2019
Georganas1959,"Georganas, Steve",male,Australian Labor Party,2004
Georganas1959,"Georganas, Steve",male,Australian Labor Party,2016
George1947,"George, Jennie",female,Australian Labor Party,2001
Georges1920,"Georges, George",male,Australian Labor Party,NA
Georges1920,"Georges, George",male,Independent,NA
Georgiou1947,"Georgiou, Petro",male,Liberal Party of Australia,1994
Georgiou1974,"Georgiou, Peter",male,Pauline Hansons One Nation,NA
Gerick1963,"Gerick, Jane",female,Australian Labor Party,1998
Gibb1843,"Gibb, James",male,Free Trade,1903
Gibbons1887,"Gibbons, George",male,Australian Labor Party,1929
Gibbons1949,"Gibbons, Steve",male,Australian Labor Party,1998
Gibbs1879,"Gibbs, William",male,Australian Labor Party,NA
Gibbs1922,"Gibbs, Wylie",male,Liberal Party of Australia,1963
Gibbs1947,"Gibbs, Brenda",female,Australian Labor Party,NA
Gibson1869,"Gibson, William",male,Australian Country Party,1918
Gibson1869,"Gibson, William",male,Australian Country Party,1931
Gibson1869,"Gibson, William",male,Farmers Union,1918
Gibson1869,"Gibson, William",male,Farmers Union,1931
Gibson1869,"Gibson, William",male,Victorian Farmers Union,1918
Gibson1869,"Gibson, William",male,Victorian Farmers Union,1931
Gibson1935,"Gibson, Adrian",male,Liberal Party of Australia,1964
Gibson1936,"Gibson, Brian",male,Liberal Party of Australia,NA
Gibson1954,"Gibson, Garrie",male,Australian Labor Party,1990
Gichuhi1962,"Gichuhi, Lucy",female,Family First Party,NA
Gichuhi1962,"Gichuhi, Lucy",female,Independent,NA
Gichuhi1962,"Gichuhi, Lucy",female,Liberal Party of Australia,NA
Gietzelt1920,"Gietzelt, Arthur",male,Australian Labor Party,NA
Giles1923,"Giles, Geoffrey",male,Liberal Party of Australia,1964
Giles1923,"Giles, Geoffrey",male,Liberal Party of Australia,1977
Giles1928,"Giles, Patricia",female,Australian Labor Party,NA
Giles1973,"Giles, Andrew",male,Australian Labor Party,2013
Gillard1920,"Gillard, Reg",male,Liberal Party of Australia,1975
Gillard1961,"Gillard, Julia",female,Australian Labor Party,1998
Gillespie1957,"Gillespie, David",male,The Nationals,2013
Gilmore1908,"Gilmore, Tom",male,Australian Country Party,1949
Givens1864,"Givens, Thomas",male,Australian Labor Party,NA
Givens1864,"Givens, Thomas",male,Nationalist Party,NA
Glasgow1876,"Glasgow, William",male,Nationalist Party,NA
Glassey1844,"Glassey, Thomas",male,Protectionist Party,NA
Glynn1855,"Glynn, Paddy",male,Anti-Socialist Party,1903
Glynn1855,"Glynn, Paddy",male,Anti-Socialist Party,1901
Glynn1855,"Glynn, Paddy",male,Free Trade,1903
Glynn1855,"Glynn, Paddy",male,Free Trade,1901
Glynn1855,"Glynn, Paddy",male,Liberal Party of Australia,1903
Glynn1855,"Glynn, Paddy",male,Liberal Party of Australia,1901
Glynn1855,"Glynn, Paddy",male,Nationalist Party,1903
Glynn1855,"Glynn, Paddy",male,Nationalist Party,1901
Goodenough1975,"Goodenough, Ian",male,Liberal Party of Australia,2013
Goodluck1933,"Goodluck, Bruce",male,Liberal Party of Australia,1975
Gordon1865,"Gordon, David",male,Liberal Party of Australia,1911
Gorman1926,"Gorman, Russ",male,Australian Labor Party,1983
Gorman1926,"Gorman, Russ",male,Australian Labor Party,1984
Gorman1984,"Gorman, Patrick",male,Australian Labor Party,2018
Gorton1911,"Gorton, John",male,Independent,1968
Gorton1911,"Gorton, John",male,Liberal Party of Australia,1968
Gosling1971,"Gosling, Luke",male,Australian Labor Party,2016
Gould1847,"Gould, Albert",male,Anti-Socialist Party,NA
Gould1847,"Gould, Albert",male,Free Trade,NA
Gould1847,"Gould, Albert",male,Liberal Party of Australia,NA
Grace1931,"Grace, Ted",male,Australian Labor Party,1984
Grace1940,"Grace, Elizabeth",female,Liberal Party of Australia,1996
Graham1867,"Graham, Charles",male,Australian Labor Party,NA
Graham1919,"Graham, Bill",male,Liberal Party of Australia,1966
Graham1919,"Graham, Bill",male,Liberal Party of Australia,1949
Graham1919,"Graham, Bill",male,Liberal Party of Australia,1955
Grant1857,"Grant, John",male,Australian Labor Party,NA
Grant1878,"Grant, Charles",male,Nationalist Party,NA
Grant1878,"Grant, Charles",male,United Australia Party,NA
Grant1888,"Grant, Donald",male,Australian Labor Party,NA
Grassby1926,"Grassby, Al",male,Australian Labor Party,1969
Gray1840,"Gray, John",male,Free Trade,NA
Gray1908,"Gray, George",male,Australian Labor Party,1961
Gray1958,"Gray, Gary",male,Australian Labor Party,2007
Grayden1920,"Grayden, William",male,Liberal Party of Australia,1949
Green,"Green, Nita",female,Australian Labor Party,NA
Green1869,"Green, Albert",male,Australian Labor Party,1922
Green1869,"Green, Albert",male,Australian Labor Party,1922
Green1869,"Green, Albert",male,Federal Labor Party,1922
Green1885,"Green, Roland",male,Australian Country Party,1922
Greenup1902,"Greenup, Arthur",male,Australian Labor Party,1953
Greenwood1926,"Greenwood, Ivor",male,Liberal Party of Australia,NA
Gregory1860,"Gregory, Henry",male,Australian Country Party,1913
Gregory1860,"Gregory, Henry",male,Australian Country Party,1922
Gregory1860,"Gregory, Henry",male,Liberal Party of Australia,1913
Gregory1860,"Gregory, Henry",male,Liberal Party of Australia,1922
Gregory1860,"Gregory, Henry",male,Nationalist Party,1913
Gregory1860,"Gregory, Henry",male,Nationalist Party,1922
Greig1966,"Greig, Brian",male,Australian Democrats,NA
Grierson1951,"Grierson, Sharon",female,Australian Labor Party,2001
Griff1957,"Griff, Stirling",male,Centre Alliance,NA
Griff1957,"Griff, Stirling",male,Nick Xenophon Team,NA
Griffin1960,"Griffin, Alan",male,Australian Labor Party,1996
Griffin1960,"Griffin, Alan",male,Australian Labor Party,1993
Griffiths1903,"Griffiths, Charles",male,Australian Labor Party,1949
Griffiths1952,"Griffiths, Alan",male,Australian Labor Party,1983
Griggs1969,"Griggs, Natasha",female,Country Liberal Party (Northern Territory),2010
Grimes1937,"Grimes, Donald",male,Australian Labor Party,NA
Grogan,"Grogan, Karen",female,Australian Labor Party,NA
Groom1833,"Groom, William",male,Protectionist Party,1901
Groom1852,"Groom, Arthur",male,Free Trade,1901
Groom1867,"Groom, Littleton",male,Independent,1901
Groom1867,"Groom, Littleton",male,Independent,1931
Groom1867,"Groom, Littleton",male,Liberal Party of Australia,1901
Groom1867,"Groom, Littleton",male,Liberal Party of Australia,1931
Groom1867,"Groom, Littleton",male,Nationalist Party,1901
Groom1867,"Groom, Littleton",male,Nationalist Party,1931
Groom1867,"Groom, Littleton",male,Protectionist Party,1901
Groom1867,"Groom, Littleton",male,Protectionist Party,1931
Groom1867,"Groom, Littleton",male,United Australia Party,1901
Groom1867,"Groom, Littleton",male,United Australia Party,1931
Groom1944,"Groom, Ray",male,Liberal Party of Australia,1975
Guilfoyle1926,"Guilfoyle, Margaret",female,Liberal Party of Australia,NA
Gullett1878,"Gullett, Henry",male,Nationalist Party,1925
Gullett1878,"Gullett, Henry",male,United Australia Party,1925
Gullett1914,"Gullett, Jo",male,Liberal Party of Australia,1946
Gun1936,"Gun, Richard",male,Australian Labor Party,1969
Guthrie1856,"Guthrie, Robert",male,Australian Labor Party,NA
Guthrie1856,"Guthrie, Robert",male,Nationalist Party,NA
Guthrie1872,"Guthrie, James",male,Nationalist Party,NA
Guthrie1872,"Guthrie, James",male,United Australia Party,NA
Guy1860,"Guy, James",male,Australian Labor Party,NA
Guy1890,"Guy, Allan",male,Australian Labor Party,1929
Guy1890,"Guy, Allan",male,Australian Labor Party,1940
Guy1890,"Guy, Allan",male,Liberal Party of Australia,1929
Guy1890,"Guy, Allan",male,Liberal Party of Australia,1940
Guy1890,"Guy, Allan",male,United Australia Party,1929
Guy1890,"Guy, Allan",male,United Australia Party,1940
Haase1945,"Haase, Barry",male,Liberal Party of Australia,2010
Haase1945,"Haase, Barry",male,Liberal Party of Australia,1998
Hadley1893,"Hadley, Jim",male,Australian Labor Party,1943
Haines1945,"Haines, Janine",female,Australian Democrats,NA
Haines1961,"Haines, Helen",female,Independent,2019
Halbert1910,"Halbert, Hugh",male,Liberal Party of Australia,1958
Hale1969,"Hale, Damian",male,Australian Labor Party,2007
Hall1874,"Hall, David",male,Australian Labor Party,1906
Hall1928,"Hall, Steele",male,Liberal Party of Australia,1981
Hall1928,"Hall, Steele",male,Liberal Movement,1981
Hall1949,"Hall, Jill",female,Australian Labor Party,1998
Hallett1917,"Hallett, John",male,Australian Country Party,1963
Halverson1937,"Halverson, Bob",male,Liberal Party of Australia,1984
Hamer1923,"Hamer, David",male,Liberal Party of Australia,1969
Hamer1923,"Hamer, David",male,Liberal Party of Australia,1975
Hamilton1899,"Hamilton, Len",male,Australian Country Party,1949
Hamilton1899,"Hamilton, Len",male,Australian Country Party,1946
Hamilton1979,"Hamilton, Garth",male,Liberal Party of Australia,2020
Hammond1968,"Hammond, Celia",female,Liberal Party of Australia,2019
Hammond1975,"Hammond, Tim",male,Australian Labor Party,2016
Hampson1864,"Hampson, Alfred",male,Australian Labor Party,1915
Hand1942,"Hand, Gerry",male,Australian Labor Party,1983
Handby1903,"Handby, Jim",male,Liberal Party of Australia,1949
Hannaford1903,"Hannaford, Clive",male,Independent,NA
Hannaford1903,"Hannaford, Clive",male,Liberal Party of Australia,NA
Hannan1873,"Hannan, Joseph",male,Australian Labor Party,1913
Hannan1910,"Hannan, George",male,Liberal Party of Australia,NA
Hannan1910,"Hannan, George",male,National Liberal Party,NA
Hansen1922,"Hansen, Brendan",male,Australian Labor Party,1961
Hanson1954,"Hanson, Pauline",female,Independent,1996
Hanson1954,"Hanson, Pauline",female,Pauline Hansons One Nation,1996
HansonYoung1981,"Hanson-Young, Sarah",female,Australian Greens,NA
Hardgrave1960,"Hardgrave, Gary",male,Liberal Party of Australia,1996
Harding1921,"Harding, Ted",male,Australian Labor Party,1961
Hardy1898,"Hardy, Charles",male,Australian Country Party,NA
Harney1865,"Harney, Edward",male,Free Trade,NA
Harper1842,"Harper, Robert",male,Liberal Party of Australia,1901
Harper1842,"Harper, Robert",male,Protectionist Party,1901
Harradine1935,"Harradine, Brian",male,Independent,NA
Harris1890,"Harris, John",male,Australian Labor Party,NA
Harris1937,"Harris, Graham",male,Liberal Party of Australia,1980
Harris1943,"Harris, Len",male,Pauline Hansons One Nation,NA
Harrison1880,"Harrison, Eric Fairweather",male,United Australia Party,1931
Harrison1892,"Harrison, Eric John",male,Liberal Party of Australia,1931
Harrison1892,"Harrison, Eric John",male,United Australia Party,1931
Harrison1903,"Harrison, Jim",male,Australian Labor Party,1949
Hart1960,"Hart, Ross",male,Australian Labor Party,2016
Hartnoll1841,"Hartnoll, William",male,Free Trade,1902
Hartsuyker1959,"Hartsuyker, Luke",male,The Nationals,2001
Hartsuyker1959,"Hartsuyker, Luke",male,National Party of Australia,2001
Harvey1946,"Harvey, Elizabeth",female,Australian Labor Party,1987
Haslem1939,"Haslem, John",male,Liberal Party of Australia,1975
Hasluck1905,"Hasluck, Paul",male,Liberal Party of Australia,1949
Hastie1982,"Hastie, Andrew",male,Liberal Party of Australia,2015
Hatton1951,"Hatton, Michael",male,Australian Labor Party,1996
Haviland1952,"Haviland, Chris",male,Australian Labor Party,1993
Hawke1929,"Hawke, Bob",male,Australian Labor Party,1980
Hawke1977,"Hawke, Alex",male,Liberal Party of Australia,2007
Hawker1894,"Hawker, Charles",male,Nationalist Party,1929
Hawker1894,"Hawker, Charles",male,United Australia Party,1929
Hawker1949,"Hawker, David",male,Liberal Party of Australia,1983
Haworth1905,"Haworth, William",male,Liberal Party of Australia,1949
Hay1865,"Hay, Alexander",male,Australian Country Party,1919
Hay1865,"Hay, Alexander",male,Independent,1919
Hay1865,"Hay, Alexander",male,Nationalist and Farmers,1919
Hayden1933,"Hayden, Bill",male,Australian Labor Party,1961
Hayes1868,"Hayes, John",male,Liberal Party of Australia,NA
Hayes1868,"Hayes, John",male,Nationalist Party,NA
Hayes1868,"Hayes, John",male,United Australia Party,NA
Hayes1955,"Hayes, Chris",male,Australian Labor Party,2010
Hayes1955,"Hayes, Chris",male,Australian Labor Party,2005
Haylen1898,"Haylen, Les",male,Australian Labor Party,1943
Hays1869,"Hays, Herbert",male,Liberal Party of Australia,NA
Hays1869,"Hays, Herbert",male,Nationalist Party,NA
Hays1869,"Hays, Herbert",male,United Australia Party,NA
Hearn1921,"Hearn, Jean",female,Australian Labor Party,NA
Heatley1920,"Heatley, William",male,Liberal Party of Australia,NA
Hedges1856,"Hedges, William",male,Liberal Party of Australia,1906
Hedges1856,"Hedges, William",male,Western Australia Party,1906
Heffernan1943,"Heffernan, William",male,Liberal Party of Australia,NA
Heitmann1878,"Heitmann, Edward",male,Nationalist Party,1917
Henderson1857,"Henderson, Christopher",male,Australian Labor Party,NA
Henderson1857,"Henderson, Christopher",male,Nationalist Party,NA
Henderson1964,"Henderson, Sarah",female,Liberal Party of Australia,2013
Hendrickson1897,"Hendrickson, Bert",male,Australian Labor Party,NA
Hendy1962,"Hendy, Peter",male,Liberal Party of Australia,2013
Henry1946,"Henry, Stuart",male,Liberal Party of Australia,2004
Henty1903,"Henty, Denham",male,Liberal Party of Australia,NA
Henzell1948,"Henzell, Marjorie",female,Australian Labor Party,1993
Herron1932,"Herron, John",male,Liberal Party of Australia,NA
Hewson1914,"Hewson, Arthur",male,Australian Country Party,1972
Hewson1914,"Hewson, Arthur",male,National Country Party,1972
Hewson1946,"Hewson, John",male,Liberal Party of Australia,1987
Hicks1940,"Hicks, Noel",male,National Country Party,1980
Hicks1940,"Hicks, Noel",male,National Country Party,1993
Hicks1940,"Hicks, Noel",male,National Country Party,1984
Hicks1940,"Hicks, Noel",male,National Party of Australia,1980
Hicks1940,"Hicks, Noel",male,National Party of Australia,1993
Hicks1940,"Hicks, Noel",male,National Party of Australia,1984
Higgins1851,"Higgins, Henry",male,Protectionist Party,1901
Higgs1862,"Higgs, William",male,Australian Labor Party,1910
Higgs1862,"Higgs, William",male,Independent,1910
Higgs1862,"Higgs, William",male,Nationalist Party,1910
Hill1866,"Hill, William",male,Australian Country Party,1919
Hill1866,"Hill, William",male,Victorian Farmers Union,1919
Hill1946,"Hill, Robert",male,Liberal Party of Australia,NA
Hill1960,"Hill, Heather",female,Pauline Hansons One Nation,NA
Hill1973,"Hill, Julian",male,Australian Labor Party,2016
Hinch1944,"Hinch, Derryn",male,Derryn Hinchs Justice Party,NA
Hoare1874,"Hoare, Albert",male,Australian Labor Party,NA
Hoare1963,"Hoare, Kelly",female,Australian Labor Party,1998
Hockey1965,"Hockey, Joe",male,Liberal Party of Australia,1996
Hodges1937,"Hodges, John",male,Liberal Party of Australia,1974
Hodges1937,"Hodges, John",male,Liberal Party of Australia,1984
Hodgman1938,"Hodgman, Michael",male,Liberal Party of Australia,1975
Hogan1963,"Hogan, Kevin",male,The Nationals,2013
Hogg1949,"Hogg, John",male,Australian Labor Party,NA
Holder1850,"Holder, Frederick",male,Anti-Socialist Party,1901
Holder1850,"Holder, Frederick",male,Anti-Socialist Party,1903
Holder1850,"Holder, Frederick",male,Free Trade,1901
Holder1850,"Holder, Frederick",male,Free Trade,1903
Holder1850,"Holder, Frederick",male,Protectionist Party,1901
Holder1850,"Holder, Frederick",male,Protectionist Party,1903
Holding1931,"Holding, Clyde",male,Australian Labor Party,1977
Hollis1938,"Hollis, Colin",male,Australian Labor Party,1983
Hollis1938,"Hollis, Colin",male,Australian Labor Party,1984
Holloway1875,"Holloway, Jack",male,Australian Labor Party,1929
Holloway1875,"Holloway, Jack",male,Australian Labor Party,1931
Holloway1875,"Holloway, Jack",male,Australian Labor Party,1929
Holloway1875,"Holloway, Jack",male,Australian Labor Party,1931
Holloway1875,"Holloway, Jack",male,Federal Labor Party,1929
Holloway1875,"Holloway, Jack",male,Federal Labor Party,1931
Holman1871,"Holman, William",male,United Australia Party,1931
Holt1908,"Holt, Harold",male,Liberal Party of Australia,1935
Holt1908,"Holt, Harold",male,Liberal Party of Australia,1949
Holt1908,"Holt, Harold",male,United Australia Party,1935
Holt1908,"Holt, Harold",male,United Australia Party,1949
Holt1914,"Holt, Robert",male,Australian Labor Party,1955
Holten1922,"Holten, Mac",male,Australian Country Party,1958
Holten1922,"Holten, Mac",male,National Country Party,1958
Horne1939,"Horne, Bob",male,Australian Labor Party,1993
Horne1939,"Horne, Bob",male,Australian Labor Party,1998
Howard1939,"Howard, John",male,Liberal Party of Australia,1974
Howarth1972,"Howarth, Luke",male,Liberal Party of Australia,2013
Howe1861,"Howe, Robert",male,Australian Labor Party,1910
Howe1936,"Howe, Brian",male,Australian Labor Party,1977
Howroyd1867,"Howroyd, Charles",male,Nationalist Party,1917
Howse1863,"Howse, Neville",male,Nationalist Party,1922
Howse1913,"Howse, John",male,Liberal Party of Australia,1946
Howson1919,"Howson, Peter",male,Liberal Party of Australia,1969
Howson1919,"Howson, Peter",male,Liberal Party of Australia,1955
Hughes,"Hughes, Hollie",female,Liberal Party of Australia,NA
Hughes1862,"Hughes, Billy",male,Australian Labor Party,1917
Hughes1862,"Hughes, Billy",male,Australian Labor Party,1949
Hughes1862,"Hughes, Billy",male,Australian Labor Party,1922
Hughes1862,"Hughes, Billy",male,Australian Labor Party,1901
Hughes1862,"Hughes, Billy",male,Independent National(ist),1917
Hughes1862,"Hughes, Billy",male,Independent National(ist),1949
Hughes1862,"Hughes, Billy",male,Independent National(ist),1922
Hughes1862,"Hughes, Billy",male,Independent National(ist),1901
Hughes1862,"Hughes, Billy",male,Liberal Party of Australia,1917
Hughes1862,"Hughes, Billy",male,Liberal Party of Australia,1949
Hughes1862,"Hughes, Billy",male,Liberal Party of Australia,1922
Hughes1862,"Hughes, Billy",male,Liberal Party of Australia,1901
Hughes1862,"Hughes, Billy",male,Nationalist Party,1917
Hughes1862,"Hughes, Billy",male,Nationalist Party,1949
Hughes1862,"Hughes, Billy",male,Nationalist Party,1922
Hughes1862,"Hughes, Billy",male,Nationalist Party,1901
Hughes1862,"Hughes, Billy",male,United Australia Party,1917
Hughes1862,"Hughes, Billy",male,United Australia Party,1949
Hughes1862,"Hughes, Billy",male,United Australia Party,1922
Hughes1862,"Hughes, Billy",male,United Australia Party,1901
Hughes1923,"Hughes, Tom",male,Liberal Party of Australia,1969
Hughes1923,"Hughes, Tom",male,Liberal Party of Australia,1963
Hull1954,"Hull, Kay",female,The Nationals,1998
Hull1954,"Hull, Kay",female,National Party of Australia,1998
Hulls1957,"Hulls, Rob",male,Australian Labor Party,1990
Hulme1907,"Hulme, Alan",male,Liberal Party of Australia,1949
Hulme1907,"Hulme, Alan",male,Liberal Party of Australia,1963
Hume1971,"Hume, Jane",female,Liberal Party of Australia,NA
HumeCook1866,"Hume Cook, James",male,Protectionist Party,1901
Humphreys1934,"Humphreys, Ben",male,Australian Labor Party,1977
Humphries1958,"Humphries, Gary",male,Liberal Party of Australia,NA
Hunt1928,"Hunt, Ralph",male,Australian Country Party,1969
Hunt1928,"Hunt, Ralph",male,National Country Party,1969
Hunt1928,"Hunt, Ralph",male,National Party of Australia,1969
Hunt1965,"Hunt, Greg",male,Liberal Party of Australia,2001
Hunter1882,"Hunter, James",male,Australian Country Party,1921
Hurford1931,"Hurford, Chris",male,Australian Labor Party,1969
Hurley1955,"Hurley, Annette",female,Australian Labor Party,NA
Hurry1868,"Hurry, Geoffry",male,Nationalist Party,1922
Husar1980,"Husar, Emma",female,Australian Labor Party,2016
Husic1970,"Husic, Ed",male,Australian Labor Party,2010
Hutchin1887,"Hutchin, Arthur",male,United Australia Party,1931
Hutchins1956,"Hutchins, Stephen",male,Australian Labor Party,NA
Hutchinson1904,"Hutchinson, William",male,Liberal Party of Australia,1937
Hutchinson1904,"Hutchinson, William",male,Liberal Party of Australia,1931
Hutchinson1904,"Hutchinson, William",male,United Australia Party,1937
Hutchinson1904,"Hutchinson, William",male,United Australia Party,1931
Hutchinson1965,"Hutchinson, Eric",male,Liberal Party of Australia,2013
Hutchison1859,"Hutchison, James",male,Australian Labor Party,1903
Hyde1936,"Hyde, John",male,Liberal Party of Australia,1974
Innes1925,"Innes, Ted",male,Australian Labor Party,1972
Irons1958,"Irons, Steve",male,Liberal Party of Australia,2007
Irvine1856,"Irvine, Hans",male,Anti-Socialist Party,1906
Irvine1858,"Irvine, William",male,Liberal Party of Australia,1906
Irvine1858,"Irvine, William",male,Nationalist Party,1906
Irwin1898,"Irwin, Les",male,Liberal Party of Australia,1963
Irwin1951,"Irwin, Julia",female,Australian Labor Party,1998
Isaacs1855,"Isaacs, Isaac",male,Protectionist Party,1901
Jack1892,"Jack, William",male,Liberal Party of Australia,1949
Jackson1889,"Jackson, Syd",male,Nationalist Party,1919
Jackson1962,"Jackson, Sharryn",female,Australian Labor Party,2001
Jackson1962,"Jackson, Sharryn",female,Australian Labor Party,2007
Jacobi1928,"Jacobi, Ralph",male,Australian Labor Party,1969
Jakobsen1947,"Jakobsen, Carolyn",female,Australian Labor Party,1984
James1885,"James, Rowland",male,Australian Labor Party,1928
James1885,"James, Rowland",male,Australian Labor Party,1928
James1885,"James, Rowland",male,Lang Labor Party,1928
James1914,"James, Bert",male,Australian Labor Party,1960
Jarman1923,"Jarman, Alan",male,Liberal Party of Australia,1966
Jeanes1958,"Jeanes, Susan",female,Liberal Party of Australia,1996
Jenkins1925,"Jenkins, Harry (Sr)",male,Australian Labor Party,1969
Jenkins1938,"Jenkins, Jean",female,Australian Democrats,NA
Jenkins1952,"Jenkins, Harry (Jr)",male,Australian Labor Party,1986
Jennings1878,"Jennings, John",male,United Australia Party,1931
Jennings1878,"Jennings, John",male,United Australia Party,1934
Jensen1865,"Jensen, Jens",male,Australian Labor Party,1910
Jensen1865,"Jensen, Jens",male,Nationalist Party,1910
Jensen1962,"Jensen, Dennis",male,Liberal Party of Australia,2004
Jess1922,"Jess, John",male,Liberal Party of Australia,1960
Jessop1927,"Jessop, Don",male,Independent,1966
Jessop1927,"Jessop, Don",male,Liberal Party of Australia,1966
Johns1952,"Johns, Gary",male,Australian Labor Party,1987
Johnson1862,"Johnson, Elliot",male,Anti-Socialist Party,1903
Johnson1862,"Johnson, Elliot",male,Free Trade,1903
Johnson1862,"Johnson, Elliot",male,Liberal Party of Australia,1903
Johnson1862,"Johnson, Elliot",male,Nationalist Party,1903
Johnson1871,"Johnson, William",male,Australian Labor Party,1910
Johnson1889,"Johnson, Herbert",male,Australian Labor Party,1940
Johnson1924,"Johnson, Les",male,Australian Labor Party,1955
Johnson1924,"Johnson, Les",male,Australian Labor Party,1969
Johnson1929,"Johnson, Keith",male,Australian Labor Party,1969
Johnson1943,"Johnson, Peter",male,Liberal Party of Australia,1975
Johnson1970,"Johnson, Michael",male,Independent,2001
Johnson1970,"Johnson, Michael",male,Liberal Party of Australia,2001
Johnston1880,"Johnston, Bertie",male,Australian Country Party,NA
Johnston1930,"Johnston, Roger",male,Liberal Party of Australia,1977
Johnston1943,"Johnston, Ricky",female,Liberal Party of Australia,1996
Johnston1956,"Johnston, David",male,Liberal Party of Australia,NA
Jolley1874,"Jolley, Edward",male,Australian Labor Party,1914
Jolly1882,"Jolly, William",male,United Australia Party,1937
Jones1878,"Jones, Paul",male,Australian Labor Party,1928
Jones1917,"Jones, Charles",male,Australian Labor Party,1958
Jones1944,"Jones, Andrew",male,Liberal Party of Australia,1966
Jones1960,"Jones, Ewen",male,Liberal Party of Australia,2010
Jones1965,"Jones, Stephen",male,Australian Labor Party,2010
Jones1965,"Jones, Stephen",male,Australian Labor Party,2016
JonesBarry1932,"Jones, Barry",male,Australian Labor Party,1977
JonesGerry1932,"Jones, Gerry",male,Australian Labor Party,NA
Joshua1906,"Joshua, Bob",male,Australian Labor Party,1951
Joshua1906,"Joshua, Bob",male,Australian Labor Party (Anti-Communist),1951
Joske1895,"Joske, Percy",male,Liberal Party of Australia,1951
Jowett1858,"Jowett, Edmund",male,Australian Country Party,1917
Jowett1858,"Jowett, Edmund",male,Nationalist Party,1917
Jowett1858,"Jowett, Edmund",male,Victorian Farmers Union,1917
Joyce1967,"Joyce, Barnaby",male,The Nationals,2013
Joyce1967,"Joyce, Barnaby",male,The Nationals,2017
Jull1944,"Jull, David",male,Liberal Party of Australia,1975
Jull1944,"Jull, David",male,Liberal Party of Australia,1984
KakoschkeMoore1985,"Kakoschke-Moore, Skye",female,Nick Xenophon Team,NA
Kane1908,"Kane, Jack",male,Democratic Labor Party,NA
Katter1918,"Katter, Bob (Sr)",male,Australian Country Party,1966
Katter1918,"Katter, Bob (Sr)",male,National Country Party,1966
Katter1918,"Katter, Bob (Sr)",male,National Party of Australia,1966
Katter1945,"Katter, Bob (Jr)",male,Independent,1993
Katter1945,"Katter, Bob (Jr)",male,Katters Australian Party,1993
Katter1945,"Katter, Bob (Jr)",male,National Party of Australia,1993
Katz1887,"Katz, Fred",male,Australian Labor Party,NA
Keane1881,"Keane, Richard",male,Australian Labor Party,1929
Kearney1903,"Kearney, Victor",male,Australian Labor Party,1956
Kearney1963,"Kearney, Ged",female,Australian Labor Party,2018
Kearney1963,"Kearney, Ged",female,Australian Labor Party,2019
Keating1872,"Keating, John",male,Liberal Party of Australia,NA
Keating1872,"Keating, John",male,Protectionist Party,NA
Keating1944,"Keating, Paul",male,Australian Labor Party,1969
Keay1975,"Keay, Justine",female,Australian Labor Party,2016
Keay1975,"Keay, Justine",female,Australian Labor Party,2018
Keeffe1919,"Keeffe, Jim",male,Australian Labor Party,NA
Keenan1972,"Keenan, Michael",male,Liberal Party of Australia,2004
Kekwick1910,"Kekwick, Bruce",male,Liberal Party of Australia,1949
Kelly1877,"Kelly, William",male,Anti-Socialist Party,1903
Kelly1877,"Kelly, William",male,Free Trade,1903
