uniqueID,partyAbbrev,partyName,partySimplifiedName
Day1952,FFP,Family First Party,Family First Party
Deahm1938,ALP,Australian Labor Party,Labor
Deakin1856,LIB,Liberal Party of Australia,Liberal Party of Australia
Deakin1856,PROT,Protectionist Party,Protectionist Party
Dean1913,LIB,Liberal Party of Australia,Liberals
Dean1942,LIB,Liberal Party of Australia,Liberals
Debus1943,ALP,Australian Labor Party,Labor
Dedman1896,ALP,Australian Labor Party,Labor
Dein1889,UAP,United Australia Party,United Australia Party
Dein1889,UAP,United Australia Party,United Australia Party
deLargie1859,ALP,Australian Labor Party,Labor
deLargie1859,NAT,Nationalist Party,Nationalist Party
Denman1937,ALP,Australian Labor Party,Labor
Dennis1870,UAP,United Australia Party,United Australia Party
Devereux1946,ALP,Australian Labor Party,Labor
Devereux1946,IND,Independent,Independent
Devine1923,ALP,Australian Labor Party,Labor
Devitt1921,ALP,Australian Labor Party,Labor
Devlin1898,ALP,Australian Labor Party,Labor
Devlin1926,ALP,Australian Labor Party,Labor
Dick1972,ALP,Australian Labor Party,Labor
DiNatale1970,GRN,Australian Greens,Australian Greens
Dittmer1904,ALP,Australian Labor Party,Labor
Dobie1927,LIB,Liberal Party of Australia,Liberals
Dobson1841,FT,Free Trade,Free Trade
Dobson1841,TRP,Tariff Reform Party,Tariff Reform Party
Dodd1953,ALP,Australian Labor Party,Labor
Dodson1948,ALP,Australian Labor Party,Labor
Dondas1939,CLP,Country Liberal Party (Northern Territory),Country Liberal Party (Northern Territory)
Dooley1884,ALP,Australian Labor Party,Labor
Downer1843,PROT,Protectionist Party,Protectionist Party
Downer1910,LIB,Liberal Party of Australia,Liberals
Downer1951,LIB,Liberal Party of Australia,Liberals
Doyle1922,ALP,Australian Labor Party,Labor
Drake1850,PROT,Protectionist Party,Protectionist Party
DrakeBrockman1884,NAT,Nationalist Party,Nationalist Party
DrakeBrockman1919,CP,Australian Country Party,Nationals
DrakeBrockman1919,NCP,National Country Party,Nationals
Drakeford1878,ALP,Australian Labor Party,Labor
Drakeford1878,FLP,Federal Labor Party,Federal Labor Party
Draper1959,LIB,Liberal Party of Australia,Liberals
Dreyfus1956,ALP,Australian Labor Party,Labor
Drum1960,NP,The Nationals,The Nationals
Drummond1890,CP,Australian Country Party,Nationals
Drummond1931,LIB,Liberal Party of Australia,Liberals
Drury1911,LIB,Liberal Party of Australia,Liberals
Drury1912,ALP,Australian Labor Party,Labor
Dubois1940,ALP,Australian Labor Party,Labor
Duffy1938,ALP,Australian Labor Party,Labor
Duncan1883,NAT,Nationalist Party,Nationalist Party
Duncan1945,ALP,Australian Labor Party,Labor
DuncanHughes1882,LIB,Liberal Party of Australia,Liberals
DuncanHughes1882,NAT,Nationalist Party,Nationalist Party
DuncanHughes1882,UAP,United Australia Party,United Australia Party
Duniam1982,LIB,Liberal Party of Australia,Liberals
Dunn1887,ALP,Australian Labor Party,Labor
Dunn1887,LANG LAB,Lang Labor Party,Lang Labor Party
Dunn1948,IND,Independent,Independent
Dunn1948,NDP,Nuclear Disarmament Party,Nuclear Disarmament Party
Durack1926,LIB,Liberal Party of Australia,Liberals
Duthie1912,ALP,Australian Labor Party,Labor
Dutton1970,LIB,Liberal Party of Australia,Liberals
Earle1865,NAT,Nationalist Party,Nationalist Party
Easson1955,ALP,Australian Labor Party,Labor
Edmonds1903,ALP,Australian Labor Party,Labor
Edwards1842,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party
Edwards1842,FT,Free Trade,Free Trade
Edwards1842,LIB,Liberal Party of Australia,Liberal Party of Australia
Edwards1842,PROT,Protectionist Party,Protectionist Party
Edwards1855,FT,Free Trade,Free Trade
Edwards1855,LIB,Liberal Party of Australia,Liberal Party of Australia
Edwards1927,LIB,Liberal Party of Australia,Liberals
Edwards1945,ALP,Australian Labor Party,Labor
Edwards1946,ALP,Australian Labor Party,Labor
Edwards1962,LIB,Liberal Party of Australia,Liberals
Eggins1898,CP,Australian Country Party,Nationals
Eggleston1941,LIB,Liberal Party of Australia,Liberals
Einfeld1909,ALP,Australian Labor Party,Labor
Eldridge1872,ALP,Australian Labor Party,Labor
Eldridge1872,LANG LAB,Lang Labor Party,Lang Labor Party
Ellicott1927,LIB,Liberal Party of Australia,Liberals
Elliot1967,ALP,Australian Labor Party,Labor
Elliott1878,NAT,Nationalist Party,Nationalist Party
Elliott1884,CP,Australian Country Party,Nationals
Elliott1954,ALP,Australian Labor Party,Labor
Ellis1946,ALP,Australian Labor Party,Labor
Ellis1977,ALP,Australian Labor Party,Labor
Ellison1954,LIB,Liberal Party of Australia,Liberals
Elson1947,LIB,Liberal Party of Australia,Liberals
Elstob1924,ALP,Australian Labor Party,Labor
Emerson1954,ALP,Australian Labor Party,Labor
Enderby1926,ALP,Australian Labor Party,Labor
England1911,CP,Australian Country Party,Nationals
England1911,NCP,National Country Party,Nationals
Entsch1950,LIB,Liberal Party of Australia,Liberals
Erwin1917,LIB,Liberal Party of Australia,Liberals
Evans1928,AD,Australian Democrats,Australian Democrats
Evans1944,ALP,Australian Labor Party,Labor
Evans1958,ALP,Australian Labor Party,Labor
Evans1981,LIB,Liberal Party of Australia,Liberals
EvansMartyn1953,ALP,Australian Labor Party,Labor
EvansRichard1953,LIB,Liberal Party of Australia,Liberals
Evatt1894,ALP,Australian Labor Party,Labor
Everett1917,ALP,Australian Labor Party,Labor
Everingham1923,ALP,Australian Labor Party,Labor
Everingham1943,CLP,Country Liberal Party (Northern Territory),Country Liberal Party (Northern Territory)
Ewert1918,ALP,Australian Labor Party,Labor
Ewing1856,PROT,Protectionist Party,Protectionist Party
Ewing1870,FT,Free Trade,Free Trade
Fadden1894,CP,Australian Country Party,Nationals
Fahey1945,LIB,Liberal Party of Australia,Liberals
Failes1899,CP,Australian Country Party,Nationals
Fairbairn1855,IND PROT,Independent Protectionist,Independent Protectionist
Fairbairn1855,LIB,Liberal Party of Australia,Liberal Party of Australia
Fairbairn1855,NAT,Nationalist Party,Nationalist Party
Fairbairn1897,UAP,United Australia Party,United Australia Party
Fairbairn1917,LIB,Liberal Party of Australia,Liberals
Fairhall1909,LIB,Liberal Party of Australia,Liberals
Falconer1943,LIB,Liberal Party of Australia,Liberals
Falinski1970,LIB,Liberal Party of Australia,Liberals
Falkinder1921,LIB,Liberal Party of Australia,Liberals
Falkiner1867,LIB,Liberal Party of Australia,Liberals
Falkiner1867,NAT,Nationalist Party,Nationalist Party
Falstein1914,ALP,Australian Labor Party,Labor
Farmer1962,LIB,Liberal Party of Australia,Liberals
Farrell1954,ALP,Australian Labor Party,Labor
Faruqi1963,GRN,Australian Greens,Australian Greens
Fatin1941,ALP,Australian Labor Party,Labor
Faulkner1954,ALP,Australian Labor Party,Labor
Fawcett1963,LIB,Liberal Party of Australia,Liberals
Feeney1970,ALP,Australian Labor Party,Labor
Fenton1864,ALP,Australian Labor Party,Labor
Fenton1864,UAP,United Australia Party,United Australia Party
Ferguson1830,FT,Free Trade,Free Trade
Ferguson1943,LIB,Liberal Party of Australia,Liberals
Ferguson1952,ALP,Australian Labor Party,Labor
Ferguson1953,ALP,Australian Labor Party,Labor
Ferguson1974,LIB,Liberal Party of Australia,Liberals
Ferricks1875,ALP,Australian Labor Party,Labor
Ferris1941,LIB,Liberal Party of Australia,Liberals
Field1910,IND,Independent,Independent
Fielding1960,FFP,Family First Party,Family First Party
FierravantiWells1960,LIB,Liberal Party of Australia,Liberals
