uniqueID,partyAbbrev,partyName,partySimplifiedName
Lees1948,AD,Australian Democrats,Australian Democrats
Lees1948,APA,Australian Progressive Alliance,Australian Progressive Alliance
Lees1948,IND,Independent,Independent
Leeser1976,LIB,Liberal Party of Australia,Liberals
Leigh1972,ALP,Australian Labor Party,Labor
Lemmon1908,ALP,Australian Labor Party,Labor
Leslie1900,CP,Australian Country Party,Nationals
Lewis1882,ALP,Australian Labor Party,Labor
Lewis1932,LIB,Liberal Party of Australia,Liberals
Ley1879,NAT,Nationalist Party,Nationalist Party
Ley1961,LIB,Liberal Party of Australia,Liberals
Leyonhjelm1952,LDP,Liberal Democratic Party,Liberal Democratic Party
Liddell1862,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party
Liddell1862,FT,Free Trade,Free Trade
Lieberman1938,LIB,Liberal Party of Australia,Liberals
Lightfoot1936,LIB,Liberal Party of Australia,Liberals
Lillico1905,LIB,Liberal Party of Australia,Liberals
Lindgren1969,LIB,Liberal Party of Australia,Liberals
Lindsay1905,LIB,Liberal Party of Australia,Liberals
Lindsay1942,ALP,Australian Labor Party,Labor
Lindsay1944,LIB,Liberal Party of Australia,Liberals
Lines1953,ALP,Australian Labor Party,Labor
Lister1875,NAT,Nationalist Party,Nationalist Party
Little1914,DLP,Democratic Labor Party,Democratic Labor Party
Littleproud1976,NAT,Nationalist Party,Nationalist Party
Liu1964,LIB,Liberal Party of Australia,Liberals
Livermore1969,ALP,Australian Labor Party,Labor
Livingston1856,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party
Livingston1856,LIB,Liberal Party of Australia,Liberal Party of Australia
Livingston1856,NAT,Nationalist Party,Nationalist Party
Lloyd1937,CP,Australian Country Party,Nationals
Lloyd1937,NCP,National Country Party,Nationals
Lloyd1937,NPA,National Party of Australia,Nationals
Lloyd1954,LIB,Liberal Party of Australia,Liberals
Long1870,ALP,Australian Labor Party,Labor
Long1885,ALP,Australian Labor Party,Labor
Lonsdale1843,FT,Free Trade,Free Trade
Loosley1952,ALP,Australian Labor Party,Labor
Luchetti1904,ALP,Australian Labor Party,Labor
Luck1900,LIB,Liberal Party of Australia,Liberals
Lucock1916,CP,Australian Country Party,Nationals
Lucock1916,NCP,National Country Party,Nationals
Ludlam1970,GRN,Australian Greens,Australian Greens
Ludwig1959,ALP,Australian Labor Party,Labor
Lundy1967,ALP,Australian Labor Party,Labor
Lusher1945,CP,Australian Country Party,Nationals
Lusher1945,NCP,National Country Party,Nationals
Lusher1945,NPA,National Party of Australia,Nationals
Lynch1862,ALP,Australian Labor Party,Labor
Lynch1862,NAT,Nationalist Party,Nationalist Party
Lynch1867,ALP,Australian Labor Party,Labor
Lynch1867,NAT,Nationalist Party,Nationalist Party
Lynch1933,LIB,Liberal Party of Australia,Liberals
Lyne1844,IND,Independent,Independent
Lyne1844,PROT,Protectionist Party,Protectionist Party
Lyons1879,ALP,Australian Labor Party,Labor
Lyons1879,UAP,United Australia Party,United Australia Party
Lyons1897,LIB,Liberal Party of Australia,Liberal Party of Australia
Lyons1897,UAP,United Australia Party,United Australia Party
Lyons1953,ALP,Australian Labor Party,Labor
MacDonald1880,ALP,Australian Labor Party,Labor
MacDonald1880,FLP,Federal Labor Party,Federal Labor Party
MacDonald1892,LIB,Liberal Party of Australia,Liberal Party of Australia
MacDonald1892,UAP,United Australia Party,United Australia Party
Macdonald1945,LIB,Liberal Party of Australia,Liberals
Macdonald1954,NP,The Nationals,Nationals
Macdonald1954,NPA,National Party of Australia,Nationals
MacdonaldPaterson1844,FT,Free Trade,Free Trade
Macfarlane1844,FT,Free Trade,Free Trade
Macfarlane1955,LIB,Liberal Party of Australia,Liberals
MacGibbon1934,LIB,Liberal Party of Australia,Liberals
Mack1933,IND,Independent,Independent
Mackay1872,NAT,Nationalist Party,Nationalist Party
Mackay1872,UAP,United Australia Party,United Australia Party
Mackay1919,LIB,Liberal Party of Australia,Liberals
Mackay1960,ALP,Australian Labor Party,Labor
Mackellar1844,PROT,Protectionist Party,Protectionist Party
MacKellar1938,LIB,Liberal Party of Australia,Liberals
MacKenzie1941,NCP,National Country Party,Nationals
MacKenzie1941,NPA,National Party of Australia,Nationals
Mackinnon1903,LIB,Liberal Party of Australia,Liberals
Macklin1943,AD,Australian Democrats,Australian Democrats
Macklin1953,ALP,Australian Labor Party,Labor
Macphee1938,LIB,Liberal Party of Australia,Liberals
MacTiernan1953,ALP,Australian Labor Party,Labor
Madigan1966,DLP,Democratic Labor Party,Democratic Labor Party
Madigan1966,IND,Independent,Independent
Maguire1945,ALP,Australian Labor Party,Labor
Maher1891,CP,Australian Country Party,Nationals
Maher1936,ALP,Australian Labor Party,Labor
Mahon1857,ALP,Australian Labor Party,Labor
Mahoney1892,ALP,Australian Labor Party,Labor
Mahoney1892,FLP,Federal Labor Party,Federal Labor Party
Mahony1877,ALP,Australian Labor Party,Labor
Maisey1915,CP,Australian Country Party,Nationals
Makin1889,ALP,Australian Labor Party,Labor
Makin1889,ALP,Australian Labor Party,Labor
Makin1889,FLP,Federal Labor Party,Federal Labor Party
Maloney1854,ALP,Australian Labor Party,Labor
Maloney1854,ALP,Australian Labor Party,Labor
Maloney1854,FLP,Federal Labor Party,Federal Labor Party
Manifold1867,LIB,Liberal Party of Australia,Liberal Party of Australia
Manifold1867,NAT,Nationalist Party,Nationalist Party
Manifold1867,PROT,Protectionist Party,Protectionist Party
Mann1874,NAT,Nationalist Party,Nationalist Party
Manning1872,NAT,Nationalist Party,Nationalist Party
Marek1964,NPA,National Party of Australia,Nationals
Margetts1955,GWA,The Greens (WA) Inc,The Greens (WA) Inc
Marino1954,LIB,Liberal Party of Australia,Liberals
Marks1875,IND NAT,Independent National(ist),Independent National(ist)
Marks1875,NAT,Nationalist Party,Nationalist Party
Markus1958,LIB,Liberal Party of Australia,Liberals
Marles1967,ALP,Australian Labor Party,Labor
Marr1880,NAT,Nationalist Party,Nationalist Party
Marr1880,UAP,United Australia Party,United Australia Party
Marriott1913,LIB,Liberal Party of Australia,Liberals
Marshall1960,ALP,Australian Labor Party,Labor
Martens1874,ALP,Australian Labor Party,Labor
Martens1874,ALP,Australian Labor Party,Labor
Martens1874,FLP,Federal Labor Party,Federal Labor Party
Martin1920,ALP,Australian Labor Party,Labor
Martin1948,ALP,Australian Labor Party,Labor
Martin1960,IND,Independent,Independent
Martin1960,JLN,Jacki Lambie Network,Jacki Lambie Network
Martin1960,NP,The Nationals,Nationals
Martin1977,LIB,Liberal Party of Australia,Liberals
Martyr1932,LIB,Liberal Party of Australia,Liberals
Marwick1895,CP,Australian Country Party,Nationals
Mason1926,AD,Australian Democrats,Australian Democrats
Mason1962,LIB,Liberal Party of Australia,Liberals
MassyGreene1874,LIB,Liberal Party of Australia,Liberals
MassyGreene1874,NAT,Nationalist Party,Nationalist Party
Matheson1861,FT,Free Trade,Free Trade
Matheson1958,LIB,Liberal Party of Australia,Liberals
Mathews1865,ALP,Australian Labor Party,Labor
Mathews1935,ALP,Australian Labor Party,Labor
Mattner1893,LIB,Liberal Party of Australia,Liberals
Mauger1857,PROT,Protectionist Party,Protectionist Party
Maughan1863,ALP,Australian Labor Party,Labor
Maunsell1922,CP,Australian Country Party,Nationals
Maunsell1922,NCP,National Country Party,Nationals
Maxwell1859,IND NAT,Independent National(ist),Independent National(ist)
Maxwell1859,NAT,Nationalist Party,Nationalist Party
Maxwell1859,UAP,United Australia Party,United Australia Party
May1950,LIB,Liberal Party of Australia,Liberals
Mayer1932,ALP,Australian Labor Party,Labor
McAllister1973,ALP,Australian Labor Party,Labor
McArthur1937,LIB,Liberal Party of Australia,Liberals
McAuliffe1918,ALP,Australian Labor Party,Labor
McBain1982,ALP,Australian Labor Party,Labor
McBride1892,LCL,Liberal Country League,Liberal Country League
McBride1892,LIB,Liberal Party of Australia,Liberal Party of Australia
McBride1892,LIB,Liberal Party of Australia,Liberal Party of Australia
McBride1892,UAP,United Australia Party,United Australia Party
McBride1975,ALP,Australian Labor Party,Labor
McCall1908,UAP,United Australia Party,United Australia Party
McCallum1892,LIB,Liberal Party of Australia,Liberals
McCarthy1970,ALP,Australian Labor Party,Labor
McCay1864,PROT,Protectionist Party,Protectionist Party
McClelland1875,AUST CP,Australian Country Party,Australian Country Party
McClelland1875,CP,Australian Country Party,Nationals
McClelland1915,ALP,Australian Labor Party,Labor
McClelland1926,ALP,Australian Labor Party,Labor
McClelland1958,ALP,Australian Labor Party,Labor
McColl1844,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party
McColl1844,LIB,Liberal Party of Australia,Liberal Party of Australia
McColl1844,PROT,Protectionist Party,Protectionist Party
McColm1914,LIB,Liberal Party of Australia,Liberals
McCormack1964,NP,The Nationals,The Nationals
McDonald,NP,The Nationals,The Nationals
McDonald1861,ALP,Australian Labor Party,Labor
McDonald1872,ALP,Australian Labor Party,Labor
McDonald1888,LIB,Liberal Party of Australia,Liberal Party of Australia
McDonald1888,UAP,United Australia Party,United Australia Party
McDougall1857,ALP,Australian Labor Party,Labor
McDougall1867,ALP,Australian Labor Party,Labor
McDougall1946,LIB,Liberal Party of Australia,Liberals
McEacharn1852,PROT,Protectionist Party,Protectionist Party
McEwen1900,CP,Australian Country Party,Nationals
McEwen1900,CP,Australian Country Party,Nationals
McEwen1900,LCL,Liberal Country League,Liberal Country League
McEwen1954,ALP,Australian Labor Party,Labor
McFarlane1944,ALP,Australian Labor Party,Labor
McGauran1955,NP,The Nationals,Nationals
McGauran1955,NPA,National Party of Australia,Nationals
McGauran1957,LIB,Liberal Party of Australia,Liberal Party of Australia
McGauran1957,NP,The Nationals,Nationals
McGauran1957,NPA,National Party of Australia,Nationals
McGowan1953,IND,Independent,Independent
McGrath1872,ALP,Australian Labor Party,Labor
McGrath1872,UAP,United Australia Party,United Australia Party
McGrath1974,LIB,Liberal Party of Australia,Liberals
McGregor1848,ALP,Australian Labor Party,Labor
McGuren1909,ALP,Australian Labor Party,Labor
McHugh1887,ALP,Australian Labor Party,Labor
McHugh1892,ALP,Australian Labor Party,Labor
McHugh1934,ALP,Australian Labor Party,Labor
McIntosh1925,ALP,Australian Labor Party,Labor
McIntosh1977,LIB,Liberal Party of Australia,Liberals
McIvor1900,ALP,Australian Labor Party,Labor
McKellar1903,CP,Australian Country Party,Nationals
McKenna1895,ALP,Australian Labor Party,Labor
McKenzie1933,ALP,Australian Labor Party,Labor
McKenzie1969,NP,The Nationals,The Nationals
McKew1953,ALP,Australian Labor Party,Labor
McKiernan1944,ALP,Australian Labor Party,Labor
McKim1965,GRN,Australian Greens,Australian Greens
McKissock1872,ALP,Australian Labor Party,Labor
McLachlan1870,UAP,United Australia Party,United Australia Party
McLachlan1872,NAT,Nationalist Party,Nationalist Party
McLachlan1872,UAP,United Australia Party,United Australia Party
McLachlan1936,LIB,Liberal Party of Australia,Liberals
McLachlan1966,LIB,Liberal Party of Australia,Liberals
McLaren1921,ALP,Australian Labor Party,Labor
McLean1840,PROT,Protectionist Party,Protectionist Party
McLean1863,FT,Free Trade,Free Trade
McLean1937,AD,Australian Democrats,Australian Democrats
McLean1944,LIB,Liberal Party of Australia,Liberals
McLeay1892,LIB,Liberal Party of Australia,Liberal Party of Australia
McLeay1892,UAP,United Australia Party,United Australia Party
McLeay1893,LCL,Liberal Country League,Liberal Country League
McLeay1893,LIB,Liberal Party of Australia,Liberals
McLeay1893,LIB,Liberal Party of Australia,Liberal Party of Australia
McLeay1922,LIB,Liberal Party of Australia,Liberals
McLeay1945,ALP,Australian Labor Party,Labor
McLeod1892,ALP,Australian Labor Party,Labor
McLucas1958,ALP,Australian Labor Party,Labor
McMahon1908,LIB,Liberal Party of Australia,Liberals
McMahon1930,ALP,Australian Labor Party,Labor
McMahon1967,CLP,Country Liberal Party (Northern Territory),Country Liberal Party (Northern Territory)
McManus1905,ALP (A-C),Australian Labor Party (Anti-Communist),Australian Labor Party (Anti-Communist)
McManus1905,DLP,Democratic Labor Party,Democratic Labor Party
McMillan1850,FT,Free Trade,Free Trade
McMullan1947,ALP,Australian Labor Party,Labor
McMullin1900,LIB,Liberal Party of Australia,Liberals
McNamara1964,LIB,Liberal Party of Australia,Liberals
McNeill1868,ALP,Australian Labor Party,Labor
McNeill1921,LIB,Liberal Party of Australia,Liberals
McNicoll1877,CP,Australian Country Party,Nationals
McTiernan1892,ALP,Australian Labor Party,Labor
McVeigh1930,CP,Australian Country Party,Nationals
McVeigh1930,NCP,National Country Party,Nationals
McVeigh1930,NPA,National Party of Australia,Nationals
McVeigh1965,LIB,Liberal Party of Australia,Liberals
McWilliams1856,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party
McWilliams1856,CP,Australian Country Party,Nationals
McWilliams1856,IND,Independent,Independent
McWilliams1856,LIB,Liberal Party of Australia,Liberal Party of Australia
McWilliams1856,NAT,Nationalist Party,Nationalist Party
McWilliams1856,REV TAR,Revenue Tariff,Revenue Tariff
Melham1954,ALP,Australian Labor Party,Labor
Melzer1926,ALP,Australian Labor Party,Labor
Menzies1894,LIB,Liberal Party of Australia,Liberal Party of Australia
Menzies1894,UAP,United Australia Party,United Australia Party
Messner1939,LIB,Liberal Party of Australia,Liberals
Mildren1932,ALP,Australian Labor Party,Labor
Miles1947,LIB,Liberal Party of Australia,Liberals
Millar1925,CP,Australian Country Party,Nationals
Millar1925,NCP,National Country Party,Nationals
Millar1925,NPA,National Party of Australia,Nationals
Millen1860,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party
Millen1860,FT,Free Trade,Free Trade
Millen1860,LIB,Liberal Party of Australia,Liberal Party of Australia
Millen1860,NAT,Nationalist Party,Nationalist Party
Millen1877,NAT,Nationalist Party,Nationalist Party
Millen1877,UAP,United Australia Party,United Australia Party
Milliner1911,ALP,Australian Labor Party,Labor
Milne1953,GRN,Australian Greens,Australian Greens
Milton1928,ALP,Australian Labor Party,Labor
Minchin1953,LIB,Liberal Party of Australia,Liberals
Minogue1893,ALP,Australian Labor Party,Labor
Mirabella1968,LIB,Liberal Party of Australia,Liberals
Missen1925,LIB,Liberal Party of Australia,Liberals
MitchellBrian1967,ALP,Australian Labor Party,Labor
MitchellRobert1967,ALP,Australian Labor Party,Labor
Molan1950,LIB,Liberal Party of Australia,Liberals
Moloney1876,ALP,Australian Labor Party,Labor
Monaghan1921,ALP,Australian Labor Party,Labor
Mooney1880,LANG LAB,Lang Labor Party,Lang Labor Party
Moore1936,LIB,Liberal Party of Australia,Liberals
Moore1956,ALP,Australian Labor Party,Labor
Morgan1881,NAT,Nationalist Party,Nationalist Party
Morgan1897,ALP,Australian Labor Party,Labor
Morris1903,LIB,Liberal Party of Australia,Liberals
Morris1932,ALP,Australian Labor Party,Labor
Morris1936,ALP,Australian Labor Party,Labor
Morris1940,ALP,Australian Labor Party,Labor
Morrison1928,ALP,Australian Labor Party,Labor
Morrison1968,LIB,Liberal Party of Australia,Liberals
Morrow1888,ALP,Australian Labor Party,Labor
Mortimer1912,ALP,Australian Labor Party,Labor
Morton1981,LIB,Liberal Party of Australia,Liberals
Mossfield1935,ALP,Australian Labor Party,Labor
Mountford1933,ALP,Australian Labor Party,Labor
Mountjoy1906,ALP,Australian Labor Party,Labor
Moylan1944,LIB,Liberal Party of Australia,Liberals
Muir1980,AMEP,Australian Motoring Enthusiast Party,Australian Motoring Enthusiast Party
Mulcahy1850,NAT,Nationalist Party,Nationalist Party
Mulcahy1850,PROT,Protectionist Party,Protectionist Party
Mulcahy1882,ALP,Australian Labor Party,Labor
Mulcahy1882,ALP,Australian Labor Party,Labor
Mulcahy1882,ALP (N-C),Australian Labor Party (Non-Communist),Australian Labor Party (Non-Communist)
Mulcahy1882,LANG LAB,Lang Labor Party,Lang Labor Party
Mulder1928,ALP,Australian Labor Party,Labor
Mulino1969,ALP,Australian Labor Party,Labor
Mullan1871,ALP,Australian Labor Party,Labor
Mullens1896,ALP,Australian Labor Party,Labor
Mulvihill1919,ALP,Australian Labor Party,Labor
Munro1930,LIB,Liberal Party of Australia,Liberals
Murphy1922,ALP,Australian Labor Party,Labor
Murphy1950,ALP,Australian Labor Party,Labor
Murphy1952,ALP,Australian Labor Party,Labor
Murphy1952,IND,Independent,Independent
Murphy1973,ALP,Australian Labor Party,Labor
Murray1906,ALP,Australian Labor Party,Labor
Murray1915,LIB,Liberal Party of Australia,Liberals
Murray1947,AD,Australian Democrats,Australian Democrats
Mutch1956,LIB,Liberal Party of Australia,Liberals
Nairn1879,NAT,Nationalist Party,Nationalist Party
Nairn1879,UAP,United Australia Party,United Australia Party
Nairn1951,LIB,Liberal Party of Australia,Liberals
Nash1890,ALP,Australian Labor Party,Labor
Nash1965,NP,The Nationals,The Nationals
Neal1947,NCP,National Country Party,Nationals
Neal1963,ALP,Australian Labor Party,Labor
Needham1872,ALP,Australian Labor Party,Labor
Negus1912,IND,Independent,Independent
Nehl1934,NPA,National Party of Australia,Nationals
Neil1944,LIB,Liberal Party of Australia,Liberals
Neild1846,FT,Free Trade,Free Trade
Nelson1881,ALP,Australian Labor Party,Labor
Nelson1908,ALP,Australian Labor Party,Labor
Nelson1958,LIB,Liberal Party of Australia,Liberals
Nettle1973,GRN,Australian Greens,Australian Greens
Neumann1961,ALP,Australian Labor Party,Labor
Neville1940,NP,The Nationals,Nationals
Neville1940,NPA,National Party of Australia,Nationals
Newell1952,ALP,Australian Labor Party,Labor
Newlands1864,ALP,Australian Labor Party,Labor
Newlands1864,NAT,Nationalist Party,Nationalist Party
Newman1933,LIB,Liberal Party of Australia,Liberals
Newman1937,LIB,Liberal Party of Australia,Liberals
Nicholls1885,ALP,Australian Labor Party,Labor
Nicholls1894,ALP,Australian Labor Party,Labor
Nicholls1917,ALP,Australian Labor Party,Labor
Nikolic1961,LIB,Liberal Party of Australia,Liberals
Nixon1928,CP,Australian Country Party,Nationals
Nixon1928,NCP,National Country Party,Nationals
Nixon1928,NPA,National Party of Australia,Nationals
Nock1879,CP,Australian Country Party,Nationals
Nott1888,IND,Independent,Independent
Nott1888,NAT,Nationalist Party,Nationalist Party
Nugent1938,LIB,Liberal Party of Australia,Liberals
Oakes1861,LIB,Liberal Party of Australia,Liberals
Oakeshott1969,IND,Independent,Independent
OBrien1926,ALP,Australian Labor Party,Labor
OBrien1951,ALP,Australian Labor Party,Labor
OBrien1972,NP,The Nationals,The Nationals
OBrien1974,LIB,Liberal Party of Australia,Liberals
OByrne1912,ALP,Australian Labor Party,Labor
OByrne1968,ALP,Australian Labor Party,Labor
OChee1965,NPA,National Party of Australia,Nationals
OConnor1851,PROT,Protectionist Party,Protectionist Party
OConnor1910,ALP,Australian Labor Party,Labor
OConnor1947,ALP,Australian Labor Party,Labor
OConnor1947,IND,Independent,Independent
OConnor1962,ALP,Australian Labor Party,Labor
ODowd1950,NP,The Nationals,The Nationals
ODwyer1977,LIB,Liberal Party of Australia,Liberals
OFlaherty1886,ALP,Australian Labor Party,Labor
Ogden1868,ALP,Australian Labor Party,Labor
Ogden1868,IND,Independent,Independent
Ogden1868,NAT,Nationalist Party,Nationalist Party
OHalloran1893,ALP,Australian Labor Party,Labor
OKeefe1864,ALP,Australian Labor Party,Labor
OKeefe1912,CP,Australian Country Party,Nationals
OKeefe1912,NCP,National Country Party,Nationals
OKeefe1912,NPA,National Party of Australia,Nationals
OKeefe1947,ALP,Australian Labor Party,Labor
Oldmeadow1924,ALP,Australian Labor Party,Labor
Olley1927,ALP,Australian Labor Party,Labor
OLoghlin1852,ALP,Australian Labor Party,Labor
Olsen1945,LIB,Liberal Party of Australia,Liberals
OMalley1854,ALP,Australian Labor Party,Labor
OMalley1854,PROT,Protectionist Party,Protectionist Party
ONeil1937,ALP,Australian Labor Party,Labor
ONeil1980,ALP,Australian Labor Party,Labor
ONeill1961,ALP,Australian Labor Party,Labor
Opperman1904,LIB,Liberal Party of Australia,Liberals
Orchard1871,LIB,Liberal Party of Australia,Liberals
Orchard1871,NAT,Nationalist Party,Nationalist Party
Organ1956,GRN,Australian Greens,Australian Greens
Ormonde1901,ALP,Australian Labor Party,Labor
Osborne1909,LIB,Liberal Party of Australia,Liberals
OSullivan1900,LIB,Liberal Party of Australia,Liberals
OSullivan1957,NP,The Nationals,The Nationals
OSullivan1986,LIB,Liberal Party of Australia,Liberals
OToole1956,ALP,Australian Labor Party,Labor
Owens1958,ALP,Australian Labor Party,Labor
Ozanne1877,ALP,Australian Labor Party,Labor
Page1861,ALP,Australian Labor Party,Labor
Page1861,FT,Free Trade,Free Trade
Page1880,CP,Australian Country Party,Nationals
Page1880,FSU,Farmers and Settlers Union,Farmers and Settlers Union
Palmer1859,LIB,Liberal Party of Australia,Liberal Party of Australia
Palmer1859,NAT,Nationalist Party,Nationalist Party
Palmer1859,PROT,Protectionist Party,Protectionist Party
Palmer1954,PUP,Palmer United Party,Palmer United Party
Paltridge1910,LIB,Liberal Party of Australia,Liberals
Panizza1931,LIB,Liberal Party of Australia,Liberals
Parer1936,LIB,Liberal Party of Australia,Liberals
Parke1966,ALP,Australian Labor Party,Labor
Parkhill1879,NAT,Nationalist Party,Nationalist Party
Parkhill1879,UAP,United Australia Party,United Australia Party
Parry1960,LIB,Liberal Party of Australia,Liberals
Parsons1881,NAT,Nationalist Party,Nationalist Party
Pasin1977,LIB,Liberal Party of Australia,Liberals
Paterson1844,IND,Independent,Independent
Paterson1882,CP,Australian Country Party,Nationals
Paterson1882,LCP,Liberal Country League,Liberal Country League
Paterson1882,ST CP,State Country Party,State Country Party
Paterson1987,LIB,Liberal Party of Australia,Liberals
Patrick1967,CA,Centre Alliance,Centre Alliance
Patrick1967,NXT,Nick Xenophon Team,Nick Xenophon Team
Patten1859,LIB,Liberal Party of Australia,Liberals
Patterson1927,ALP,Australian Labor Party,Labor
Patterson1944,LIB,Liberal Party of Australia,Liberals
Payne1866,NAT,Nationalist Party,Nationalist Party
Payne1866,UAP,United Australia Party,United Australia Party
Payne1964,LIB,Liberal Party of Australia,Liberals
Payne1982,ALP,Australian Labor Party,Labor
Peacock1939,LIB,Liberal Party of Australia,Liberals
Pearce1870,ALP,Australian Labor Party,Labor
Pearce1870,NAT,Nationalist Party,Nationalist Party
Pearce1870,UAP,United Australia Party,United Australia Party
Pearce1917,LIB,Liberal Party of Australia,Liberals
Pearce1963,LIB,Liberal Party of Australia,Liberals
Pearce1967,LIB,Liberal Party of Australia,Liberals
Pearsall1920,LIB,Liberal Party of Australia,Liberals
Pearson1905,LIB,Liberal Party of Australia,Liberals
Peris1971,ALP,Australian Labor Party,Labor
Perkins1878,NAT,Nationalist Party,Nationalist Party
Perkins1878,UAP,United Australia Party,United Australia Party
Perrett1966,ALP,Australian Labor Party,Labor
Peters1897,ALP,Australian Labor Party,Labor
Pettitt1910,CP,Australian Country Party,Nationals
Phelps1957,IND,Independent,Independent
Phillips1855,PROT,Protectionist Party,Protectionist Party
Phillips1970,ALP,Australian Labor Party,Labor
Piesse1848,FT,Free Trade,Free Trade
Piesse1900,CP,Australian Country Party,Nationals
Pigott1866,LIB,Liberal Party of Australia,Liberals
Pigott1866,NAT,Nationalist Party,Nationalist Party
Pitt1969,NP,The Nationals,The Nationals
Pittard1902,LIB,Liberal Party of Australia,Liberals
Plain1868,NAT,Nationalist Party,Nationalist Party
Plain1868,UAP,United Australia Party,United Australia Party
Playford1837,PROT,Protectionist Party,Protectionist Party
Plibersek1969,ALP,Australian Labor Party,Labor
Poke1906,ALP,Australian Labor Party,Labor
Pollard1894,ALP,Australian Labor Party,Labor
Polley1957,ALP,Australian Labor Party,Labor
Porter1950,LIB,Liberal Party of Australia,Liberals
Porter1970,LIB,Liberal Party of Australia,Liberals
Poulter1913,ALP,Australian Labor Party,Labor
Powell1942,AD,Australian Democrats,Australian Democrats
Powell1942,IND,Independent,Independent
Power1883,ALP,Australian Labor Party,Labor
Poynton1853,ALP,Australian Labor Party,Labor
Poynton1853,FT,Free Trade,Free Trade
Poynton1853,NAT,Nationalist Party,Nationalist Party
Poyser1915,ALP,Australian Labor Party,Labor
Pratt1948,LIB,Liberal Party of Australia,Liberals
Pratt1972,ALP,Australian Labor Party,Labor
Pratten1865,NAT,Nationalist Party,Nationalist Party
Pratten1899,NAT,Nationalist Party,Nationalist Party
Prentice1953,LIB,Liberal Party of Australia,Liberals
Price1882,ALP,Australian Labor Party,Labor
Price1882,UAP,United Australia Party,United Australia Party
Price1892,UAP,United Australia Party,United Australia Party
Price1945,ALP,Australian Labor Party,Labor
Price1963,LIB,Liberal Party of Australia,Liberals
Primmer1924,ALP,Australian Labor Party,Labor
Prosser1948,LIB,Liberal Party of Australia,Liberals
Prowse1871,CP,Australian Country Party,Nationals
Prowse1905,CP,Australian Country Party,Nationals
Pulsford1844,FT,Free Trade,Free Trade
Punch1957,ALP,Australian Labor Party,Labor
Puplick1948,LIB,Liberal Party of Australia,Liberals
Pyne1967,LIB,Liberal Party of Australia,Liberals
Quick1852,IND PROT,Independent Protectionist,Independent Protectionist
Quick1852,LIB,Liberal Party of Australia,Liberal Party of Australia
Quick1852,PROT,Protectionist Party,Protectionist Party
Quick1941,ALP,Australian Labor Party,Labor
Quick1941,IND,Independent,Independent
Quirke1950,ALP,Australian Labor Party,Labor
Rae1860,ALP,Australian Labor Party,Labor
Rae1860,LANG LAB,Lang Labor Party,Lang Labor Party
Rae1932,LIB,Liberal Party of Australia,Liberals
Raguse1960,ALP,Australian Labor Party,Labor
Ramsey1956,LIB,Liberal Party of Australia,Liberals
Randall1953,LIB,Liberal Party of Australia,Liberals
Rankin1887,CP,Australian Country Party,Nationals
Rankin1887,ST CP,State Country Party,State Country Party
Rankin1887,UCP,United Country Party,United Country Party
Rankin1908,LIB,Liberal Party of Australia,Liberals
Ray1947,ALP,Australian Labor Party,Labor
Rea1963,ALP,Australian Labor Party,Labor
Ready1878,ALP,Australian Labor Party,Labor
Reeves1952,ALP,Australian Labor Party,Labor
Reid1842,FT,Free Trade,Free Trade
Reid1845,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party
Reid1845,FT,Free Trade,Free Trade
Reid1856,NAT,Nationalist Party,Nationalist Party
Reid1886,CP,Australian Country Party,Nationals
Reid1916,LIB,Liberal Party of Australia,Liberals
Reid1933,CP,Australian Country Party,Nationals
ReidMargaret1935,LIB,Liberal Party of Australia,Liberals
ReidNicholas1935,LIB,Liberal Party of Australia,Liberals
Reith1950,LIB,Liberal Party of Australia,Liberals
Rennick1970,LIB,Liberal Party of Australia,Liberal Party of Australia
Reynolds1923,ALP,Australian Labor Party,Labor
Reynolds1941,ALP,Australian Labor Party,Labor
Reynolds1965,LIB,Liberal Party of Australia,Liberals
Rhiannon1951,GRN,Australian Greens,Australian Greens
Rice1960,GRN,Australian Greens,Australian Greens
Richardson1939,LIB,Liberal Party of Australia,Liberals
Richardson1939,PP,Progress Party,Progress Party
Richardson1949,ALP,Australian Labor Party,Labor
Richardson1958,LIB,Liberal Party of Australia,Liberals
Ridgeway1962,AD,Australian Democrats,Australian Democrats
Ridley1909,ALP,Australian Labor Party,Labor
Riggall1941,LIB,Liberal Party of Australia,Liberals
Riley1859,ALP,Australian Labor Party,Labor
Riley1892,ALP,Australian Labor Party,Labor
Riley1892,FLP,Federal Labor Party,Federal Labor Party
Riordan1886,ALP,Australian Labor Party,Labor
Riordan1886,FLP,Federal Labor Party,Federal Labor Party
Riordan1908,ALP,Australian Labor Party,Labor
Riordan1908,FLP,Federal Labor Party,Federal Labor Party
Riordan1930,ALP,Australian Labor Party,Labor
Ripoll1966,ALP,Australian Labor Party,Labor
Rishworth1978,ALP,Australian Labor Party,Labor
Robb1951,LIB,Liberal Party of Australia,Liberals
Robert1970,LIB,Liberal Party of Australia,Liberals
Roberton1900,CP,Australian Country Party,Nationals
Roberts1869,ALP,Australian Labor Party,Labor
